Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_iterator<airDelta>::operator*() const
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_M_get_node()
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_M_put_node(std::_List_node<airDelta>*)
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_node<airDelta>::_List_node<airDelta const&>(airDelta const&)
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_iterator<airDelta>::operator++(int)
  0.00      0.03     0.00     4929     0.00     0.00  std::_List_node<airDelta>* std::list<airDelta, std::allocator<airDelta> >::_M_create_node<airDelta const&>(airDelta const&)
  0.00      0.03     0.00     4929     0.00     0.00  void std::list<airDelta, std::allocator<airDelta> >::_M_insert<airDelta const&>(std::_List_iterator<airDelta>, airDelta const&)
  0.00      0.03     0.00     4000     0.00     0.00  Area::calculateTemperatureDelta(coords, coords, double)
  0.00      0.03     0.00     4000     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.03     0.00     3420     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_M_init()
  0.00      0.03     0.00     3420     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_M_clear()
  0.00      0.03     0.00     3286     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::push_front(airDelta const&)
  0.00      0.03     0.00     3043     0.00     0.00  std::_List_const_iterator<airDelta>::operator!=(std::_List_const_iterator<airDelta> const&) const
  0.00      0.03     0.00     3000     0.00     0.00  Cube::addForce(vector3)
  0.00      0.03     0.00     2800     0.00     0.00  std::_List_const_iterator<airDelta>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.03     0.00     2100     0.00     0.00  Cube::setTemperature(double)
  0.00      0.03     0.00     2100     0.00     0.00  std::vector<int, std::allocator<int> >::operator[](unsigned long)
  0.00      0.03     0.00     2040     0.00     0.00  std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      0.03     0.00     2000     0.00     0.00  Area::getANSIEndCode()
  0.00      0.03     0.00     2000     0.00     0.00  Area::getANSIRGBScaleColor(double, double, double)
  0.00      0.03     0.00     2000     0.00     0.00  Cube::getPressure()
  0.00      0.03     0.00     2000     0.00     0.00  Cube::getMass()
  0.00      0.03     0.00     2000     0.00     0.00  Cube::getForce()
  0.00      0.03     0.00     2000     0.00     0.00  std::fpos<__mbstate_t>::operator long() const
  0.00      0.03     0.00     2000     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      0.03     0.00     2000     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::clear()
  0.00      0.03     0.00     2000     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.03     0.00     1872     0.00     0.00  std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > >::size() const
  0.00      0.03     0.00     1643     0.00     0.00  Cube::addInAirDelta(airDelta)
  0.00      0.03     0.00     1643     0.00     0.00  Cube::calcAirDeltaMoleculesCount(double, double)
  0.00      0.03     0.00     1643     0.00     0.00  std::_List_const_iterator<airDelta>::operator*() const
  0.00      0.03     0.00     1643     0.00     0.00  std::_List_const_iterator<airDelta>::operator++()
  0.00      0.03     0.00     1643     0.00     0.00  void std::list<airDelta, std::allocator<airDelta> >::emplace_back<airDelta const&>(airDelta const&)
  0.00      0.03     0.00     1420     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<airDelta> >::~new_allocator()
  0.00      0.03     0.00     1420     0.00     0.00  std::allocator<std::_List_node<airDelta> >::~allocator()
  0.00      0.03     0.00     1420     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_List_impl::~_List_impl()
  0.00      0.03     0.00     1420     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::~_List_base()
  0.00      0.03     0.00     1420     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::~list()
  0.00      0.03     0.00     1400     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<airDelta> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<airDelta> > const&)
  0.00      0.03     0.00     1400     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_M_get_Node_allocator() const
  0.00      0.03     0.00     1400     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::end() const
  0.00      0.03     0.00     1400     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::begin() const
  0.00      0.03     0.00     1400     0.00     0.00  std::allocator<std::_List_node<airDelta> >::allocator(std::allocator<std::_List_node<airDelta> > const&)
  0.00      0.03     0.00     1400     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_List_impl::_List_impl(std::allocator<std::_List_node<airDelta> > const&)
  0.00      0.03     0.00     1400     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_List_base(std::allocator<std::_List_node<airDelta> > const&)
  0.00      0.03     0.00     1400     0.00     0.00  void std::list<airDelta, std::allocator<airDelta> >::_M_initialize_dispatch<std::_List_const_iterator<airDelta> >(std::_List_const_iterator<airDelta>, std::_List_const_iterator<airDelta>, std::__false_type)
  0.00      0.03     0.00     1400     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::list(std::list<airDelta, std::allocator<airDelta> > const&)
  0.00      0.03     0.00     1100     0.00     0.00  Cube::setMoleculesCount(double)
  0.00      0.03     0.00     1100     0.00     0.00  Cube::setSpeed(vector3)
  0.00      0.03     0.00     1020     0.00     0.00  std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      0.03     0.00     1020     0.00     0.00  std::setprecision(int)
  0.00      0.03     0.00     1020     0.00     0.00  std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00      0.03     0.00     1020     0.00     0.00  std::operator~(std::_Ios_Fmtflags)
  0.00      0.03     0.00     1020     0.00     0.00  std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00      0.03     0.00     1020     0.00     0.00  std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      0.03     0.00     1000     0.00     0.00  writeToDataBase(sqlite3*, vector3, coords)
  0.00      0.03     0.00     1000     0.00     0.01  NumericIntegrator::integrateOneTimeStep(double, IntegrationType, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  NumericIntegrator::setFunctionToIntegrate(vector3 (Cube::*)(double, vector3))
  0.00      0.03     0.00     1000     0.00     0.01  NumericIntegrator::callFunctionToIntegrate(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  NumericIntegrator::setObjectOfFunctionToIntegrate(Cube*)
  0.00      0.03     0.00     1000     0.00     0.01  NumericIntegrator::integrateOneTimeStepEulerCauchy(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  NumericIntegrator::NumericIntegrator()
  0.00      0.03     0.00     1000     0.00     0.00  NumericIntegrator::~NumericIntegrator()
  0.00      0.03     0.00     1000     0.00     0.00  Area::saveToSQLite(int, int)
  0.00      0.03     0.00     1000     0.00     0.01  Cube::calcForces(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  Cube::clearForce()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::clearAirDeltas()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getUpNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::setAcceleration(vector3)
  0.00      0.03     0.00     1000     0.00     0.01  Cube::calcAcceleration(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getDownNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getLeftNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::calcCoriolisForce(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.00  Cube::calcFrictionForce(double, vector3)
  0.00      0.03     0.00     1000     0.00     0.01  Cube::calcGradientForce()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getRightNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getSurfaceRoughness()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getTemperatureDelta()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::setTemperatureDelta(double)
  0.00      0.03     0.00     1000     0.00     0.00  Cube::calcLeavingAirDeltas(double)
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getLeftLowerNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getLeftUpperNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::recalculateAttributes()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getRightLowerNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  Cube::getRightUpperNeighbour()
  0.00      0.03     0.00     1000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double const, vector3> > >::new_allocator()
  0.00      0.03     0.00     1000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<double const, vector3> > >::~new_allocator()
  0.00      0.03     0.00     1000     0.00     0.00  vector3::operator/(double const&) const
  0.00      0.03     0.00     1000     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<double const, vector3> > >::allocator()
  0.00      0.03     0.00     1000     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<double const, vector3> > >::~allocator()
  0.00      0.03     0.00     1000     0.00     0.00  std::map<double, vector3, std::less<double>, std::allocator<std::pair<double const, vector3> > >::map()
  0.00      0.03     0.00     1000     0.00     0.00  std::map<double, vector3, std::less<double>, std::allocator<std::pair<double const, vector3> > >::~map()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_Rb_tree_impl<std::less<double>, true>::_M_initialize()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_Rb_tree_impl<std::less<double>, true>::_Rb_tree_impl()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_Rb_tree_impl<std::less<double>, true>::~_Rb_tree_impl()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_M_begin()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_M_erase(std::_Rb_tree_node<std::pair<double const, vector3> >*)
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::_Rb_tree()
  0.00      0.03     0.00     1000     0.00     0.00  std::_Rb_tree<double, std::pair<double const, vector3>, std::_Select1st<std::pair<double const, vector3> >, std::less<double>, std::allocator<std::pair<double const, vector3> > >::~_Rb_tree()
  0.00      0.03     0.00     1000     0.00     0.00  operator<<(std::ostream&, vector3 const&)
  0.00      0.03     0.00     1000     0.00     0.00  operator*(double const&, vector3 const&)
  0.00      0.03     0.00      440     0.00     0.00  __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >::base() const
  0.00      0.03     0.00      420     0.00     0.00  Cube* std::__addressof<Cube>(Cube&)
  0.00      0.03     0.00      220     0.00     0.00  bool __gnu_cxx::operator!=<Cube const*, std::vector<Cube, std::allocator<Cube> > >(__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > > const&, __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > > const&)
  0.00      0.03     0.00      210     0.00     0.00  Cube::~Cube()
  0.00      0.03     0.00      210     0.00     0.00  void std::_Destroy<Cube>(Cube*)
  0.00      0.03     0.00      200     0.00     0.00  Cube::Cube(Cube const&)
  0.00      0.03     0.00      200     0.00     0.00  __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >::operator++()
  0.00      0.03     0.00      200     0.00     0.00  __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >::operator*() const
  0.00      0.03     0.00      200     0.00     0.00  _ZSt10_ConstructI4CubeIRKS0_EEvPT_DpOT0_
  0.00      0.03     0.00      200     0.00     0.00  Cube const& std::forward<Cube const&>(std::remove_reference<Cube const&>::type&)
  0.00      0.03     0.00      100     0.00     0.00  Area::GetMinMaxValue(std::string, bool)
  0.00      0.03     0.00      100     0.00     0.00  Area::setNeighbourCubes(coords)
  0.00      0.03     0.00      100     0.00     0.00  Cube::initSimulation()
  0.00      0.03     0.00      100     0.00     0.00  Cube::setCoordsInArea(coords)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setMaxCoordsInArea(coords)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setSurfaceRoughness(surfaceRoughnessType)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setWidth(double)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setHeight(double)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setLength(double)
  0.00      0.03     0.00      100     0.00     0.00  Cube::setVolume()
  0.00      0.03     0.00       90     0.00     0.00  Cube::setUpNeighbour(Cube*)
  0.00      0.03     0.00       90     0.00     0.00  Cube::setDownNeighbour(Cube*)
  0.00      0.03     0.00       90     0.00     0.00  Cube::setLeftNeighbour(Cube*)
  0.00      0.03     0.00       90     0.00     0.00  Cube::setRightNeighbour(Cube*)
  0.00      0.03     0.00       81     0.00     0.00  Cube::setLeftLowerNeighbour(Cube*)
  0.00      0.03     0.00       81     0.00     0.00  Cube::setLeftUpperNeighbour(Cube*)
  0.00      0.03     0.00       81     0.00     0.00  Cube::setRightLowerNeighbour(Cube*)
  0.00      0.03     0.00       81     0.00     0.00  Cube::setRightUpperNeighbour(Cube*)
  0.00      0.03     0.00       42     0.00     0.00  __gnu_cxx::new_allocator<Cube>::~new_allocator()
  0.00      0.03     0.00       42     0.00     0.00  std::allocator<Cube>::~allocator()
  0.00      0.03     0.00       42     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_M_get_Tp_allocator()
  0.00      0.03     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<Cube>::new_allocator(__gnu_cxx::new_allocator<Cube> const&)
  0.00      0.03     0.00       41     0.00     0.00  std::allocator<Cube>::allocator(std::allocator<Cube> const&)
  0.00      0.03     0.00       40     0.00     0.00  __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >::__normal_iterator(Cube const* const&)
  0.00      0.03     0.00       40     0.00     0.00  std::vector<Cube, std::allocator<Cube> >* std::__addressof<std::vector<Cube, std::allocator<Cube> > >(std::vector<Cube, std::allocator<Cube> >&)
  0.00      0.03     0.00       22     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Cube, std::allocator<Cube> > const*, std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > > >::base() const
  0.00      0.03     0.00       21     0.00     0.00  Area::GetTimeMs64()
  0.00      0.03     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<Cube>::deallocate(Cube*, unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<Cube>::allocate(unsigned long, void const*)
  0.00      0.03     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<Cube>::max_size() const
  0.00      0.03     0.00       21     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Cube*>(Cube*, Cube*)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_M_allocate(unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_Vector_impl::_Vector_impl(std::allocator<Cube> const&)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_Vector_impl::~_Vector_impl()
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_M_deallocate(Cube*, unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_M_create_storage(unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_Vector_base(unsigned long, std::allocator<Cube> const&)
  0.00      0.03     0.00       21     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::~_Vector_base()
  0.00      0.03     0.00       21     0.00     0.00  std::allocator_traits<std::allocator<Cube> >::deallocate(std::allocator<Cube>&, Cube*, unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  std::allocator_traits<std::allocator<Cube> >::allocate(std::allocator<Cube>&, unsigned long)
  0.00      0.03     0.00       21     0.00     0.00  std::vector<Cube, std::allocator<Cube> >::~vector()
  0.00      0.03     0.00       21     0.00     0.00  void std::_Destroy<Cube*>(Cube*, Cube*)
  0.00      0.03     0.00       21     0.00     0.00  void std::_Destroy<Cube*, Cube>(Cube*, Cube*, std::allocator<Cube>&)
  0.00      0.03     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<airDelta> >::new_allocator()
  0.00      0.03     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.03     0.00       20     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Cube> >::_S_select_on_copy(std::allocator<Cube> const&)
  0.00      0.03     0.00       20     0.00     0.00  std::_Vector_base<Cube, std::allocator<Cube> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00       20     0.00     0.00  std::vector<Cube, std::allocator<Cube> >::end() const
  0.00      0.03     0.00       20     0.00     0.00  std::vector<Cube, std::allocator<Cube> >::begin() const
  0.00      0.03     0.00       20     0.00     0.00  std::allocator<std::_List_node<airDelta> >::allocator()
  0.00      0.03     0.00       20     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.03     0.00       20     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_List_impl::_List_impl()
  0.00      0.03     0.00       20     0.00     0.00  std::_List_base<airDelta, std::allocator<airDelta> >::_List_base()
  0.00      0.03     0.00       20     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.03     0.00       20     0.00     0.00  std::allocator_traits<std::allocator<Cube> >::select_on_container_copy_construction(std::allocator<Cube> const&)
  0.00      0.03     0.00       20     0.00     0.00  std::allocator<Cube> const std::allocator_traits<std::allocator<Cube> >::_S_select<std::allocator<Cube> const, void>(std::allocator<Cube> const&, ...)
  0.00      0.03     0.00       20     0.00     0.00  Cube* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*>(__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*)
  0.00      0.03     0.00       20     0.00     0.00  std::list<airDelta, std::allocator<airDelta> >::list()
  0.00      0.03     0.00       20     0.00     0.00  std::vector<Cube, std::allocator<Cube> >::vector(std::vector<Cube, std::allocator<Cube> > const&)
  0.00      0.03     0.00       20     0.00     0.00  void std::_Construct<std::vector<Cube, std::allocator<Cube> >, std::vector<Cube, std::allocator<Cube> > const&>(std::vector<Cube, std::allocator<Cube> >*, std::vector<Cube, std::allocator<Cube> > const&)
  0.00      0.03     0.00       20     0.00     0.00  Cube* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*>(__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*)
  0.00      0.03     0.00       20     0.00     0.00  Cube* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*, Cube>(__gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, __gnu_cxx::__normal_iterator<Cube const*, std::vector<Cube, std::allocator<Cube> > >, Cube*, std::allocator<Cube>&)
  0.00      0.03     0.00       20     0.00     0.00  std::vector<Cube, std::allocator<Cube> > const& std::forward<std::vector<Cube, std::allocator<Cube> > const&>(std::remove_reference<std::vector<Cube, std::allocator<Cube> > const&>::type&)
  0.00      0.03     0.00       20     0.00     0.00  void std::_Destroy<std::vector<Cube, std::allocator<Cube> > >(std::vector<Cube, std::allocator<Cube> >*)
  0.00      0.03     0.00       11     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<Cube, std::allocator<Cube> > const*, std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > > >(__gnu_cxx::__normal_iterator<std::vector<Cube, std::allocator<Cube> > const*, std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Cube, std::allocator<Cube> > const*, std::vector<std::vector<Cube, std::allocator<Cube> >, std::allocator<std::vector<Cube, std::allocator<Cube> > > > > const&)
  0.00      0.03     0.00       10     0.00     1.10  Area::PrintCubes(std::string)
  0.00      0.03     0.00       10     0.00     0.90  Area::simulateTimeStep(double)
  0.00      0.03     0.00       10     0.00     0.59  Area::simulateAirExchange(double)
  0.00      0.03     0.00       10     0.00     0.21  Area::simulateHeatConduction(double)
  0.00      0.03     0.00       10     0.00     0.00  Area::simulateTemperatureChanges()
  0.00      0.03     0.00       10     0.00     0.21  Area::simulateTemperatureExchange(double)
  0.00      0.03     0.00       10     0.00     0.00  Cube::Cube()
  0.00      0.03     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.03     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.03     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.03     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
